team,opp_team,gamedate,game_number,offensive_rebounds,off_rebound_chances,oreb_pct
LAC,MEM,2023-03-29,77,3,36,0.0833
BOS,MIL,2023-03-30,77,10,42,0.2381
MIL,BOS,2023-03-30,77,22,65,0.3385
DEN,NOP,2023-03-30,76,15,54,0.2778
NOP,DEN,2023-03-30,77,11,44,0.25
NYK,CLE,2023-03-31,78,19,50,0.38
CLE,NYK,2023-03-31,78,8,43,0.186
CHA,CHI,2023-03-31,78,9,44,0.2045
OKC,IND,2023-03-31,78,13,49,0.2653
TOR,PHI,2023-03-31,77,18,46,0.3913
WAS,ORL,2023-03-31,77,21,65,0.3231
IND,OKC,2023-03-31,78,24,58,0.4138
ORL,WAS,2023-03-31,77,10,47,0.2128
PHI,TOR,2023-03-31,77,13,33,0.3939
UTA,BOS,2023-03-31,77,16,51,0.3137
MEM,LAC,2023-03-31,77,14,56,0.25
CHI,CHA,2023-03-31,77,10,45,0.2222
BKN,ATL,2023-03-31,77,10,40,0.25
BOS,UTA,2023-03-31,78,14,55,0.2545
ATL,BKN,2023-03-31,77,20,54,0.3704
LAC,MEM,2023-03-31,78,13,57,0.2281
DET,HOU,2023-03-31,77,16,51,0.3137
MIN,LAL,2023-03-31,78,13,55,0.2364
HOU,DET,2023-03-31,78,19,49,0.3878
LAL,MIN,2023-03-31,77,18,47,0.383
DEN,PHX,2023-03-31,77,18,60,0.3
PHX,DEN,2023-03-31,77,17,54,0.3148
SAC,POR,2023-03-31,77,10,36,0.2778
SAS,GSW,2023-03-31,77,18,53,0.3396
POR,SAC,2023-03-31,77,15,50,0.3
GSW,SAS,2023-03-31,78,17,51,0.3333
NOP,LAC,2023-04-01,78,16,46,0.3478
DAL,MIA,2023-04-01,78,1,30,0.0333
LAC,NOP,2023-04-01,79,15,45,0.3333
MIA,DAL,2023-04-01,78,13,43,0.3023
CHA,TOR,2023-04-02,79,13,44,0.2955
TOR,CHA,2023-04-02,78,20,48,0.4167
MEM,CHI,2023-04-02,78,11,46,0.2391
CHI,MEM,2023-04-02,78,6,47,0.1277
POR,MIN,2023-04-02,78,14,57,0.2456
MIN,POR,2023-04-02,79,9,43,0.2093
BKN,UTA,2023-04-02,78,9,51,0.1765
UTA,BKN,2023-04-02,78,16,54,0.2963
WAS,NYK,2023-04-02,78,8,41,0.1951
NYK,WAS,2023-04-02,79,9,44,0.2045
DAL,ATL,2023-04-02,79,13,52,0.25
SAC,SAS,2023-04-02,78,19,58,0.3276
SAS,SAC,2023-04-02,78,17,48,0.3542
DET,ORL,2023-04-02,78,13,50,0.26
ORL,DET,2023-04-02,78,10,39,0.2564
ATL,DAL,2023-04-02,78,19,60,0.3167
HOU,LAL,2023-04-02,79,18,60,0.3
LAL,HOU,2023-04-02,78,12,44,0.2727
OKC,PHX,2023-04-02,79,20,56,0.3571
PHX,OKC,2023-04-02,78,7,37,0.1892
CLE,IND,2023-04-02,79,14,48,0.2917
MIL,PHI,2023-04-02,78,11,37,0.2973
IND,CLE,2023-04-02,79,15,49,0.3061
GSW,DEN,2023-04-02,79,29,63,0.4603
PHI,MIL,2023-04-02,78,12,48,0.25
DEN,GSW,2023-04-02,78,21,56,0.375
TOR,CHA,2023-04-04,79,12,49,0.2449
MIA,DET,2023-04-04,79,9,39,0.2308
MIN,BKN,2023-04-04,80,13,47,0.2766
BKN,MIN,2023-04-04,79,14,53,0.2642
CHA,TOR,2023-04-04,80,9,41,0.2195
CLE,ORL,2023-04-04,80,9,44,0.2045
ORL,CLE,2023-04-04,79,15,44,0.3409
MIL,WAS,2023-04-04,79,16,51,0.3137
DET,MIA,2023-04-04,79,8,38,0.2105
WAS,MIL,2023-04-04,79,10,55,0.1818
MEM,POR,2023-04-04,79,9,47,0.1915
POR,MEM,2023-04-04,79,15,58,0.2586
UTA,LAL,2023-04-04,79,9,46,0.1957
LAL,UTA,2023-04-04,79,15,52,0.2885
ATL,CHI,2023-04-04,79,11,39,0.2821
PHI,BOS,2023-04-04,79,9,40,0.225
BOS,PHI,2023-04-04,79,19,56,0.3393
SAC,NOP,2023-04-04,79,13,45,0.2889
CHI,ATL,2023-04-04,79,6,48,0.125
NOP,SAC,2023-04-04,79,15,49,0.3061
PHX,SAS,2023-04-04,79,20,49,0.4082
SAS,PHX,2023-04-04,79,13,57,0.2281
DEN,HOU,2023-04-04,79,14,51,0.2745
HOU,DEN,2023-04-04,80,25,60,0.4167
GSW,OKC,2023-04-04,80,23,52,0.4423
OKC,GSW,2023-04-04,80,15,55,0.2727
DET,BKN,2023-04-05,80,13,43,0.3023
BKN,DET,2023-04-05,80,16,44,0.3636
NYK,IND,2023-04-05,80,25,53,0.4717
IND,NYK,2023-04-05,80,13,45,0.2889
CHI,MIL,2023-04-05,80,7,48,0.1458
ATL,WAS,2023-04-05,80,14,42,0.3333
MIL,CHI,2023-04-05,80,16,54,0.2963
BOS,TOR,2023-04-05,80,18,55,0.3273
WAS,ATL,2023-04-05,80,15,53,0.283
TOR,BOS,2023-04-05,80,15,55,0.2727
SAC,DAL,2023-04-05,80,27,61,0.4426
MEM,NOP,2023-04-05,80,19,58,0.3276
DAL,SAC,2023-04-05,80,10,46,0.2174
NOP,MEM,2023-04-05,80,13,50,0.26
LAC,LAL,2023-04-05,80,5,41,0.122
LAL,LAC,2023-04-05,80,11,46,0.2391
ORL,CLE,2023-04-06,80,15,50,0.3
PHI,MIA,2023-04-06,80,4,38,0.1053
UTA,OKC,2023-04-06,80,7,44,0.1591
MIA,PHI,2023-04-06,80,11,40,0.275
SAS,POR,2023-04-06,80,25,60,0.4167
POR,SAS,2023-04-06,80,14,47,0.2979
DEN,PHX,2023-04-06,80,15,42,0.3571
OKC,UTA,2023-04-06,81,21,61,0.3443
CLE,ORL,2023-04-06,81,10,42,0.2381
PHX,DEN,2023-04-06,80,10,41,0.2439
GSW,SAC,2023-04-07,81,15,39,0.3846
PHX,LAL,2023-04-07,81,17,63,0.2698
SAC,GSW,2023-04-07,81,20,62,0.3226
LAL,PHX,2023-04-07,81,13,48,0.2708
MIA,WAS,2023-04-07,81,16,58,0.2759
ORL,BKN,2023-04-07,81,20,57,0.3509
IND,DET,2023-04-07,81,12,46,0.2609
CHA,HOU,2023-04-07,81,14,52,0.2692
DET,IND,2023-04-07,81,12,49,0.2449
HOU,CHA,2023-04-07,81,16,51,0.3137
BKN,ORL,2023-04-07,81,12,54,0.2222
BOS,TOR,2023-04-07,81,16,39,0.4103
WAS,MIA,2023-04-07,81,14,49,0.2857
TOR,BOS,2023-04-07,81,15,56,0.2679
PHI,ATL,2023-04-07,81,17,54,0.3148
NYK,NOP,2023-04-07,81,12,54,0.2222
MIL,MEM,2023-04-07,81,16,51,0.3137
NOP,NYK,2023-04-07,81,6,38,0.1579
ATL,PHI,2023-04-07,81,6,47,0.1277
MEM,MIL,2023-04-07,81,12,42,0.2857
CHI,DAL,2023-04-07,81,8,45,0.1778
DAL,CHI,2023-04-07,81,10,54,0.1852
DEN,UTA,2023-04-08,81,8,52,0.1538
UTA,DEN,2023-04-08,81,20,58,0.3448
LAC,POR,2023-04-08,81,17,46,0.3696
POR,LAC,2023-04-08,81,7,46,0.1522
SAS,MIN,2023-04-08,81,13,47,0.2766
MIN,SAS,2023-04-08,81,12,49,0.2449
MIL,TOR,2023-04-09,82,7,46,0.1522
TOR,MIL,2023-04-09,82,11,47,0.234
NYK,IND,2023-04-09,82,22,60,0.3667
NOP,MIN,2023-04-09,82,16,52,0.3077
HOU,WAS,2023-04-09,82,13,52,0.25
CHA,CLE,2023-04-09,82,13,46,0.2826
CLE,CHA,2023-04-09,82,13,54,0.2407
CHI,DET,2023-04-09,82,12,57,0.2105
ATL,BOS,2023-04-09,82,17,54,0.3148
WAS,HOU,2023-04-09,82,16,58,0.2759
BKN,PHI,2023-04-09,82,11,50,0.22
BOS,ATL,2023-04-09,82,14,48,0.2917
DET,CHI,2023-04-09,82,18,55,0.3273
PHI,BKN,2023-04-09,82,18,51,0.3529
MIA,ORL,2023-04-09,82,10,41,0.2439
ORL,MIA,2023-04-09,82,15,56,0.2679
IND,NYK,2023-04-09,82,9,46,0.1957
OKC,MEM,2023-04-09,82,13,47,0.2766
PHX,LAC,2023-04-09,82,16,59,0.2712
DEN,SAC,2023-04-09,82,21,46,0.4565
LAL,UTA,2023-04-09,82,13,52,0.25
DAL,SAS,2023-04-09,82,9,65,0.1385
SAS,DAL,2023-04-09,82,16,57,0.2807
GSW,POR,2023-04-09,82,9,38,0.2368
UTA,LAL,2023-04-09,82,10,51,0.1961
LAC,PHX,2023-04-09,82,18,56,0.3214
MEM,OKC,2023-04-09,82,12,55,0.2182
POR,GSW,2023-04-09,82,11,61,0.1803
SAC,DEN,2023-04-09,82,12,50,0.24
MIN,NOP,2023-04-09,82,11,49,0.2245
